-48,32,40
-52,33,41
-48,29,40
-40,30,41
-51,31,36
-41,33,36
-41,33,37
-33,34,36
-40,35,35
-39,33,35
-40,36,31
-36,36,32
-28,38,36
-25,37,39
-32,37,43
-41,37,42
-40,34,43
-37,34,41
-39,32,40
-37,27,36
-35,27,37
-30,22,37
-19,35,37
-23,32,38
-24,34,35
-22,36,37
-22,49,36
-29,44,37
-27,48,38
-21,44,43
-26,42,43
-34,38,36
-31,34,36
-28,29,38
-20,26,37
-15,27,38
-1,23,53
-15,16,45
-18,17,43
-24,36,38
-27,34,32
6,44,45
4,51,39
9,44,43
18,41,60
0,43,65
-5,7,102
0,23,79
9,8,80
6,-4,87
1,-2,85
-7,-4,83
-13,-1,84
-7,6,88
-2,12,83
-6,16,85
-3,21,89
0,28,91
-4,44,89
3,60,68
0,71,59
4,73,41
5,73,38
-2,64,33
18,51,36
10,42,28
-2,28,18
-7,22,14
-12,12,21
-22,5,22
-17,1,40
-21,7,40
-22,12,40
-33,11,41
-42,26,37
-39,23,47
-30,25,51
-21,31,55
-23,32,49
-23,36,44
-29,35,38
-33,26,46
-31,23,37
-29,1,40
-29,-8,33
-25,-15,33
-23,-10,31
-31,0,33
-50,29,34
-49,39,37
-44,68,37
-39,83,33
-10,89,37
21,100,24
39,79,32
51,52,60
36,57,60
45,24,67
32,36,64
24,26,58
43,23,55
58,8,55
36,4,66
13,9,57
19,16,55
-11,6,54
-16,-4,54
-10,1,58
-18,1,54
-15,-3,57
1,-4,61
13,-5,63
4,-3,60
19,-4,67
12,-10,64
6,-8,65
8,-12,61
1,-13,51
-1,-14,50
-7,-38,25
-34,-28,52
-19,-12,59
-2,-11,66
-53,-52,43
-6,0,38
-2,-26,69
-20,-15,60
-12,-16,60
-7,-16,60
-8,-21,58
-8,-14,61
-4,-18,60
-5,-14,62
-6,-18,64
-7,-16,62
-4,-16,63
3,-19,64
-23,-16,55
-17,-20,58
-21,-21,58
-30,-17,54
-27,-16,54
-21,-18,55
-24,-18,57
-28,-18,56
-29,-19,56
-11,-15,57
-15,-15,56
-7,-15,58
-14,-17,56
-25,-16,54
-7,-19,62
-3,-18,66
1,-16,60
-4,-17,56
-22,-17,49
-6,-21,57
-3,-21,58
-18,-20,54
-11,-22,63
-13,-24,62
-31,-20,57
-33,-21,56
-38,-20,51
-30,-22,54
-30,-21,56
-34,-18,47
-39,-15,49
-29,-15,50
-34,-11,45
-33,-9,46
-27,-14,47
-34,-9,46
-38,-13,47
-33,-13,47
-33,-20,51
-34,-21,52
-51,-27,53
-50,-15,49
-42,-21,50
-35,-22,44
-37,-20,43
-42,-23,43
-43,-21,42
-38,-25,46
-46,-27,45
-48,-24,38
-40,-24,39
-36,-26,47
-32,-27,48
-40,-22,43
-40,-24,45
-36,-23,44
-42,-20,47
-43,-19,45
-41,-18,45
-40,-20,48
-37,-17,39
-36,-18,45
-36,-17,45
-28,-20,45
-31,-18,43
-36,-21,42
-36,-22,45
-48,-22,43
-47,-20,42
-45,-19,43
-44,-20,42
-47,-21,42
-54,-21,39
-52,-20,35
-52,-21,34
-48,-20,34
-51,-21,34
-52,-21,33
-50,-21,35
-52,-22,33
-47,-21,38
-50,-21,33
-49,-21,34
-50,-17,37
-48,-19,40
-56,-18,34
-52,-20,40
-52,-25,48
-49,-17,41
-46,-20,43
-47,-21,44
-43,-24,54
-38,-23,54
-29,-22,55
-36,-15,50
-16,-9,46
-11,-1,48
-1,22,26
-13,28,12
-18,29,11
-24,39,19
-46,31,33
-26,33,54
-44,14,68
-30,-15,82
-37,-21,97
-35,-15,89
-17,-8,82
9,-8,85
-22,-13,77
0,2,81
-18,7,63
6,13,67
10,11,66
-10,11,69
-23,12,73
-8,13,66
0,22,59
6,24,60
8,26,58
5,24,60
7,25,60
-4,26,51
-4,31,53
7,35,75
1,39,87
-10,49,83
-10,67,64
-27,68,57
-17,83,23
-11,86,10
27,80,3
19,56,0
17,46,-1
50,27,12
47,-1,26
12,14,30
13,16,26
16,21,25
39,29,27
34,28,26
24,33,23
43,34,19
41,38,18
35,51,18
45,55,17
51,61,13
35,65,11
42,64,5
35,59,3
32,58,3
35,52,5
38,49,6
28,51,9
36,50,11
36,50,11
35,50,12
35,50,12
33,46,7
44,45,9
43,42,8
38,44,5
41,44,5
39,46,-1
40,49,4
42,48,6
30,48,8
28,51,11
32,53,14
33,58,16
28,59,24
31,61,25
33,61,25
34,56,19
33,54,18
35,52,15
32,51,14
24,53,15
29,53,17
33,53,18
28,55,17
31,55,18
33,54,17
27,54,15
28,54,16
31,55,15
31,56,16
29,56,15
35,57,16
33,58,16
31,57,14
33,56,13
29,56,13
32,54,12
33,53,12
33,52,12
32,52,12
34,51,13
32,51,13
32,51,13
33,51,14
33,50,14
33,51,13
33,51,14
33,52,15
33,52,15
35,52,15
34,52,15
34,52,15
33,53,15
33,53,13
34,53,13
33,54,13
33,53,13
33,54,12
35,52,13
33,52,13
34,52,13
36,52,14
32,52,13
33,52,14
34,52,14
32,52,14
32,52,13
34,52,14
32,53,13
34,52,13
34,53,14
33,53,13
33,53,13
35,53,13
32,53,12
34,52,13
34,53,13
32,52,13
33,53,13
33,52,13
34,53,13
35,54,12
35,54,13
36,54,13
34,52,13
32,52,13
33,52,14
33,52,14
33,51,14
32,52,14
33,52,14
33,52,14
33,53,14
34,53,13
33,54,13
34,53,13
34,53,13
33,52,13
33,52,13
34,52,13
31,52,13
33,53,13
31,52,13
33,52,13
33,53,14
33,53,14
33,53,13
34,53,12
33,53,12
34,53,12
33,54,12
34,53,12
33,53,12
34,53,12
33,54,12
33,54,12
33,53,12
32,54,12
32,54,12
33,53,13
33,53,12
33,52,12
33,53,13
33,53,13
35,52,13
34,53,13
34,52,13
35,52,12
34,53,12
33,52,12
34,53,12
33,52,11
34,51,12
34,50,13
34,50,13
35,51,14
33,54,14
31,55,14
31,55,13
31,56,14
32,55,14
32,54,12
33,53,12
33,51,11
34,51,11
35,51,11
34,51,11
33,53,12
33,52,12
32,52,12
32,51,12
34,51,12
33,52,13
35,53,12
35,54,12
36,57,12
34,55,11
35,55,11
33,54,10
33,53,10
33,53,11
33,51,11
33,51,11
34,50,12
34,50,12
36,50,12
36,50,12
35,50,11
37,51,11
37,50,11
34,52,11
36,53,12
34,53,10
35,53,10
35,51,10
36,50,12
34,48,13
34,44,15
36,43,16
37,41,16
42,43,15
42,43,12
36,42,3
35,50,2
28,48,2
14,48,21
25,45,27
37,28,34
31,30,40
31,45,41
21,34,50
7,35,54
-6,29,65
-13,26,66
-28,25,67
-13,22,65
1,27,65
14,26,62
23,26,59
24,32,53
21,30,50
21,30,47
14,33,43
14,32,44
20,32,43
22,32,43
24,36,49
21,40,59
16,35,61
11,32,60
13,31,60
18,28,61
11,22,60
3,21,58
5,18,54
3,19,51
13,15,55
35,61,127
39,-29,77
10,26,45
14,35,61
25,-1,62
19,11,55
17,10,57
21,8,60
19,8,57
20,9,60
21,6,59
22,9,59
22,8,59
21,9,58
19,8,60
20,7,60
18,8,59
16,7,59
16,7,59
18,7,59
18,8,59
19,7,59
17,7,59
17,9,60
20,7,59
19,7,59
17,7,60
16,6,60
16,6,59
17,7,60
18,7,60
19,7,59
18,6,59
16,6,59
18,7,59
20,7,59
20,8,60
20,7,60
16,7,59
17,7,59
19,7,59
21,7,59
20,7,59
18,7,59
18,8,59
20,7,59
20,8,59
20,8,60
17,7,59
16,7,59
17,7,59
21,8,59
21,7,59
19,7,59
17,7,59
16,6,59
19,7,59
21,7,59
21,7,59
20,7,59
18,6,59
18,7,59
20,7,59
20,7,59
19,7,59
18,7,59
19,6,59
19,6,59
20,7,59
20,6,59
18,6,59
18,6,59
19,6,59
20,6,59
21,6,59
21,7,59
20,7,59
19,7,59
18,7,59
19,7,59
20,7,59
20,7,59
20,7,59
20,7,59
20,7,59
20,7,59
20,7,59
20,7,59
19,7,59
20,8,59
21,7,59
20,7,59
20,7,59
20,7,59
20,7,59
21,7,58
20,7,59
20,7,59
20,7,59
21,7,59
20,7,59
20,7,59
21,7,59
21,7,59
21,7,59
20,7,59
20,7,58
20,7,59
20,7,59
20,7,58
20,8,59
21,8,58
21,8,58
21,9,58
20,10,58
21,10,58
21,10,58
23,10,58
22,10,58
25,10,58
26,9,60
29,9,61
34,6,58
23,15,49
30,25,63
33,22,59
31,27,48
26,30,37
29,31,32
34,27,26
41,26,28
53,20,20
62,18,18
61,17,10
73,15,-1
65,18,-5
60,19,-4
73,16,-7
28,22,-6
50,25,-14
60,27,-16
65,24,-8
60,26,-14
48,28,-16
56,27,-14
58,28,-16
63,27,-17
65,27,-15
57,28,-14
56,29,-14
56,29,-15
53,28,-13
54,27,-12
56,26,-3
60,25,-5
58,25,-6
54,25,-4
57,23,1
56,22,2
35,17,6
59,17,12
57,16,3
54,17,-2
54,20,-7
70,18,-13
58,28,3
58,33,-7
55,29,1
61,24,-1
63,23,0
63,21,-1
60,21,0
57,22,-2
56,22,-5
56,23,-9
62,26,-11
62,23,-12
61,25,-16
53,25,-19
57,25,-14
56,26,-11
54,26,-11
54,25,-14
59,30,-17
54,27,-13
58,25,-7
59,25,-6
55,28,-9
57,25,-11
55,29,-17
51,27,-14
52,27,-10
60,28,-9
55,27,-11
57,27,-11
56,25,-9
56,25,-9
56,26,-10
56,26,-9
57,26,-9
58,26,-10
56,26,-10
57,25,-7
57,24,-5
58,25,-5
58,25,-7
54,24,-7
59,25,-4
59,26,-3
55,23,-4
58,24,-2
57,25,-3
57,24,-4
57,24,-5
59,25,-4
58,24,-4
60,24,-4
55,25,-4
56,24,-1
63,23,6
48,24,-1
56,26,-4
53,28,-6
52,27,-4
60,24,2
64,23,4
59,24,-2
57,25,-4
58,24,-3
59,27,-2
56,25,1
59,23,13
61,21,9
70,22,6
70,24,24
86,37,46
67,56,48
83,67,95
107,76,93
84,82,54
45,86,38
46,67,29
25,50,-1
28,36,-5
35,-10,-29
62,-5,-18
37,2,-8
33,6,-11
23,15,-3
24,21,16
26,20,20
24,20,26
24,22,35
37,19,40
32,25,46
36,26,46
37,29,48
30,30,48
36,28,46
25,31,51
27,29,47
25,30,45
24,30,44
24,26,40
39,29,44
35,29,42
33,28,41
42,29,44
43,25,43
34,24,43
38,23,46
46,19,43
43,19,44
47,30,45
66,28,44
38,37,33
-5,48,27
29,49,35
49,54,40
15,52,32
31,45,41
18,40,43
22,36,43
15,33,48
14,32,47
20,29,50
14,28,50
23,26,51
23,23,55
13,21,54
20,15,62
14,14,64
6,11,64
-4,14,59
5,13,59
4,14,56
4,14,56
10,14,60
5,13,60
5,12,59
8,13,62
5,11,61
7,13,61
10,11,60
7,11,60
10,10,61
9,9,62
6,8,60
8,11,62
9,12,61
4,13,55
8,14,59
12,13,58
9,11,55
2,10,55
13,11,62
15,10,65
-14,6,59
-24,4,56
15,4,69
1,3,71
-10,3,64
4,0,67
-5,3,69
-3,3,66
-2,3,65
-11,4,63
-4,5,60
-7,4,58
-3,4,62
-7,5,61
-4,4,63
-12,3,61
-13,1,60
-11,3,62
-3,5,63
-14,8,59
-8,6,61
-8,6,64
-14,2,62
-8,0,65
-6,-2,66
-17,-2,63
-19,-1,61
-13,-3,63
-21,-2,63
-17,0,65
-14,1,62
-12,1,61
-16,1,57
-12,2,58
-15,4,58
-18,4,59
-16,3,61
-18,3,61
-17,3,63
-20,2,62
-19,3,64
-18,1,64
-17,3,63
-16,3,63
-15,6,61
-15,8,61
-11,7,60
-17,6,58
-12,5,59
-10,7,59
-12,7,60
-17,6,59
-19,8,61
-20,7,59
-17,8,60
-15,9,60
-16,9,56
-12,6,57
-14,5,54
-16,2,51
-16,2,48
-8,2,47
-7,0,46
-10,6,38
6,1,49
3,-4,50
0,-9,51
1,-15,52
-7,-26,54
0,-13,57
7,-14,63
8,-4,60
-3,8,52
-32,12,45
-38,28,46
-46,36,42
17,34,59
52,43,74
29,52,79
-2,52,73
-41,54,59
38,68,51
60,67,27
107,87,-61
126,93,-102
110,61,-52
51,32,-54
26,28,-60
-15,26,-42
9,32,-30
94,30,-6
-120,23,-128
-128,32,-127
-109,44,-56
-63,53,-26
-68,35,-33
-2,24,-43
-12,40,-51
87,44,-31
79,77,-36
31,74,-68
20,78,-47
17,83,-32
48,83,-24
51,84,-23
27,69,-23
20,67,-29
3,52,-42
-47,19,-54
-88,28,-78
-109,35,-82
-93,51,-60
-83,55,-35
-89,58,-45
-104,35,-55
-55,11,-105
-16,18,-126
50,40,-75
63,36,-79
57,50,-69
85,68,-30
92,59,-63
-16,35,-123
-128,23,-33
-128,33,5
-41,28,48
-44,30,49
-43,42,38
-47,41,33
-40,36,31
-44,32,41
-33,29,46
-23,25,48
-32,27,43
-18,27,48
-27,29,52
-18,30,54
-26,27,52
-20,31,57
-27,29,68
-7,23,73
-12,25,73
-25,18,66
-21,19,58
12,26,35
33,27,17
86,36,6
70,40,-9
84,35,-7
77,36,-8
46,33,-14
59,32,-14
58,34,-20
68,36,-20
67,37,-24
63,38,-22
78,35,-14
85,35,-17
81,34,-16
89,27,-23
41,32,-45
-107,18,-28
-91,20,15
-36,14,27
14,17,16
29,23,6
73,29,-28
82,52,-34
50,54,-47
52,57,-45
54,62,-46
79,75,-43
76,80,-51
50,74,-53
36,70,-52
38,65,-50
51,64,-58
72,60,-64
61,50,-114
-4,36,-85
0,30,-63
-77,18,-32
-66,20,-5
-18,21,22
-49,17,16
-44,19,15
-54,18,12
-55,18,10
-57,18,15
-53,17,16
-63,14,16
-66,14,18
-68,12,17
-69,14,18
-69,13,17
-61,16,18
-60,16,15
-56,17,14
-61,22,9
-73,24,6
-62,19,10
-46,18,25
-41,14,30
-41,13,30
-24,10,33
-18,6,45
4,9,49
19,11,57
30,11,56
26,14,49
50,17,48
49,19,43
60,22,35
75,25,35
60,23,29
58,26,22
58,26,18
65,26,19
64,25,21
71,25,23
66,23,25
45,19,21
68,27,35
106,22,39
91,18,15
36,19,-45
-27,16,-59
-118,15,-36
-89,16,9
-64,19,21
-56,18,22
-62,19,15
-63,23,10
-62,23,11
-62,25,12
-59,25,14
-58,25,17
-55,23,23
-54,23,20
-60,23,18
-61,21,23
-51,23,24
-60,24,17
-64,23,18
-46,24,21
-62,24,15
-61,24,14
-53,26,20
-53,25,21
-57,24,21
-53,22,26
-49,22,28
-42,23,30
-39,24,29
-36,22,29
-29,19,29
-23,17,37
-24,6,45
-26,3,45
-50,4,52
-61,7,48
-23,5,73
-27,16,77
-31,22,64
-30,19,69
-11,19,76
-5,25,72
-18,26,55
-17,30,50
-19,28,49
-19,29,50
-12,33,51
-9,28,63
-9,28,63
-13,32,55
-7,28,58
-7,22,52
-10,23,48
-6,20,41
-6,17,44
-6,17,53
-5,8,73
-1,4,80
9,6,66
4,7,62
0,12,61
28,11,77
24,12,70
31,4,62
33,2,60
31,2,55
27,5,54
28,6,55
25,8,57
25,7,57
24,6,57
26,5,57
26,6,57
26,6,57
27,6,57
27,7,55
27,8,55
26,8,55
25,7,56
25,7,56
26,6,56
25,7,56
26,7,56
27,7,56
27,7,56
27,7,56
27,7,56
26,7,56
27,7,56
27,7,55
27,7,56
27,7,55
27,7,56
27,7,55
27,7,55
28,7,56
28,7,56
28,7,56
27,7,55
27,6,55
27,7,55
27,7,55
27,7,55
29,6,56
29,6,56
29,7,55
29,7,55
28,7,54
29,7,54
31,6,55
26,8,55
28,5,54
25,9,59
34,7,68
8,6,63
14,6,59
7,6,63
6,8,61
7,8,64
-2,9,61
1,12,59
-2,12,59
1,14,57
0,14,60
-5,14,58
-1,16,58
5,15,61
5,14,60
9,13,59
14,13,58
22,11,58
22,13,55
19,15,47
29,16,47
38,17,47
35,18,43
48,18,34
53,17,31
54,16,28
47,15,15
49,18,12
56,19,2
68,18,-5
64,19,-17
57,19,-23
60,19,-25
57,19,-30
54,18,-33
53,19,-33
53,19,-37
54,19,-36
45,17,-38
48,18,-39
53,19,-38
37,16,-40
40,19,-41
51,18,-38
45,17,-38
47,19,-40
41,18,-41
42,18,-41
38,18,-43
38,18,-45
42,18,-46
42,18,-48
39,18,-49
37,18,-51
39,18,-51
43,18,-51
44,19,-51
43,19,-51
61,21,-44
76,22,-36
84,19,-31
80,19,-31
73,20,-27
-10,25,-4
-75,18,32
13,21,47
37,16,60
43,18,64
17,17,54
15,18,53
18,17,55
24,16,56
27,15,56
24,16,55
25,16,55
26,15,55
25,14,56
25,14,57
23,14,57
23,13,57
23,14,56
23,14,56
23,14,56
23,14,56
24,14,56
24,14,55
24,14,55
24,14,56
24,14,56
25,13,56
22,13,56
23,14,56
24,13,57
23,13,57
23,13,57
23,13,57
23,13,57
23,13,56
24,14,56
24,14,55
24,14,55
24,14,56
24,14,56
23,14,56
23,14,56
23,13,57
23,13,57
23,13,56
22,13,56
25,14,57
24,13,57
23,13,56
24,13,57
23,13,57
22,13,56
21,13,56
20,14,53
23,16,53
27,16,57
29,10,58
30,9,58
27,7,57
28,8,58
28,9,60
26,8,58
29,9,59
41,7,68
55,-4,73
38,-4,64
14,3,48
14,3,44
18,14,46
24,20,51
17,25,46
14,28,47
9,29,47
9,31,51
10,32,52
13,34,55
11,35,55
9,35,55
11,34,56
15,35,55
17,35,52
12,38,46
10,40,43
6,54,37
7,63,36
9,65,31
18,57,28
23,53,31
27,49,31
21,49,27
17,49,27
15,49,27
11,53,25
16,55,27
17,57,30
14,56,31
13,55,31
9,57,31
10,58,31
11,58,34
14,55,38
13,54,38
13,50,39
15,47,40
16,45,40
20,43,42
22,44,43
21,42,44
21,41,46
15,40,47
13,39,50
12,39,50
5,45,47
-4,45,45
20,47,36
36,44,31
42,41,31
